ymd,dow,employees,dayoff,bustrip,overtime,remote,menu3,dn,rice,soup,side1,side2,side3,kimchi,atoffice
2016-12-12,0,2705,102,193,633,0.0,쌀밥/잡곡밥 (쌀:국내산) 대구지리  유산슬 (쇠고기:호주산) 동그랑땡전  도토리묵무침  포기김치 (김치:국내산) ,544.0,쌀밥/잡곡밥,대구지리,유산슬,동그랑땡전,도토리묵무침,포기김치,2410.0
2016-12-13,1,2705,65,226,511,0.0,주먹밥 (쌀:국내산) 양송이스프  토마토스파게티  새우또띠아  오이피클/음료  포기김치 (김치:국내산) ,482.0,주먹밥,양송이스프,토마토스파게티,새우또띠아,오이피클/음료,포기김치,2414.0
2016-12-14,2,2705,82,247,0,0.0,쌀밥/잡곡밥  매생이굴국  간장찜닭 (닭고기:국내산) 녹두전(김치)  무생채  포기김치 (김치:국내산) ,441.0,쌀밥/잡곡밥,매생이굴국,간장찜닭,녹두전(김치),무생채,포기김치,2376.0
2016-12-15,3,2705,98,234,229,0.0,오므라이스 (쌀:국내산) 팽이장국  해물떡볶이  호빵/식혜  봄동겉절이  포기김치 (김치:국내산) ,499.0,오므라이스,팽이장국,해물떡볶이,호빵/식혜,봄동겉절이,포기김치,2373.0
2016-12-16,4,2705,167,262,37,0.0,쌀밥/잡곡밥 (쌀:국내산) 미역국  등갈비김치찜 (돼지고기:국내산) 들깨버섯무침  숙주나물  석박지 (김치:국내산) ,518.0,쌀밥/잡곡밥,미역국,등갈비김치찜,들깨버섯무침,숙주나물,석박지,2276.0
2016-12-19,0,2705,104,217,197,0.0,쌀밥/잡곡밥 (쌀:국내산) 육개장  탕수어  쫄면야채무침  호박나물  포기김치 (김치:국내산) ,482.0,쌀밥/잡곡밥,육개장,탕수어,쫄면야채무침,호박나물,포기김치,2384.0
2016-12-20,1,2705,89,238,126,0.0,충무김밥 (쌀:국내산) 잔치국수  오징어무침  고구마치즈구이  스틱단무지  석박지 (김치:국내산) ,461.0,충무김밥,잔치국수,오징어무침,고구마치즈구이,스틱단무지,석박지,2378.0
2016-12-21,2,2705,72,230,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 알탕  돈육장조림  해물파전  도라지초무침  포기김치 (김치:국내산) ,494.0,쌀밥/잡곡밥,알탕,돈육장조림,해물파전,도라지초무침,포기김치,2403.0
2016-12-22,3,2705,118,242,32,0.0,작은밥 (쌀:국내산) 바지락수제비  사천식탕수육  메추리알조림  귤  배추겉절이 (김치:국내산) ,213.0,작은밥,바지락수제비,사천식탕수육,메추리알조림,귤,배추겉절이,2345.0
2016-12-23,4,2705,343,243,7,0.0,쌀밥/잡곡밥 (쌀:국내산) 돈육김치찌개  궁중떡볶음  고등어카레구이  참나물  알타리김치 (김치:국내산) ,398.0,쌀밥/잡곡밥,돈육김치찌개,궁중떡볶음,고등어카레구이,참나물,알타리김치,2119.0
2016-12-26,0,2705,206,194,63,0.0,쌀밥/잡곡밥 (쌀:국내산) 청국장찌개  가자미양념찜  훈제오리냉채  김구이  깍두기 (김치:국내산) ,328.0,쌀밥/잡곡밥,청국장찌개,가자미양념찜,훈제오리냉채,김구이,깍두기,2305.0
2016-12-27,1,2705,127,236,51,0.0,해물굴소스볶음밥 (쌀:국내산) 맑은국  돈육강정  흑임자시금치샐러드  피클/아이스슈  포기김치 (김치:국내산) ,314.0,해물굴소스볶음밥,맑은국,돈육강정,흑임자시금치샐러드,피클/아이스슈,포기김치,2342.0
2016-12-29,3,2705,242,201,42,0.0,참치주먹밥 (쌀:국내산) 김치우동  쇠고기퀘사디아  구운채소  과일  알타리김치 (김치:국내산) ,343.0,참치주먹밥,김치우동,쇠고기퀘사디아,구운채소,과일,알타리김치,2262.0
2016-12-30,4,2705,529,127,3,0.0,쌀밥/잡곡밥 (쌀:국내산) 봄동된장국  닭볶음탕  꼬막찜  마늘쫑건새우볶음  포기김치 (김치:국내산) ,275.0,쌀밥/잡곡밥,봄동된장국,닭볶음탕,꼬막찜,마늘쫑건새우볶음,포기김치,2049.0
2017-01-02,0,2697,96,102,272,0.0,쌀밥/잡곡밥 (쌀:국내산) 매운오징어국  목살간장조림  두부부침  시래기조림  포기김치 (김치:국내산) ,559.0,쌀밥/잡곡밥,매운오징어국,목살간장조림,두부부침,시래기조림,포기김치,2499.0
2017-01-03,1,2697,61,158,259,0.0,참치회덮밥 (쌀:국내산) 유부주머니국  수제고로케  멕시칸샐러드  피크닉  포기김치 (김치:국내산) ,364.0,참치회덮밥,유부주머니국,수제고로케,멕시칸샐러드,피크닉,포기김치,2478.0
2017-01-04,2,2697,67,170,0,0.0,쌀밥/잡곡밥  감자찌개  닭데리야끼구이  새송이버섯볶음  김가루잔파무침  포기김치 (김치:국내산) ,427.0,쌀밥/잡곡밥,감자찌개,닭데리야끼구이,새송이버섯볶음,김가루잔파무침,포기김치,2460.0
2017-01-05,3,2697,79,207,316,0.0,마파두부덮밥 (쌀:국내산) 팽이장국  류산슬  비빔야채만두  조각티라미수  포기김치 (김치:국내산) ,531.0,마파두부덮밥,팽이장국,류산슬,비빔야채만두,조각티라미수,포기김치,2411.0
2017-01-06,4,2697,189,224,74,0.0,쌀밥/잡곡밥 (쌀:국내산) 들깨무채국  등갈비묵은지찜  모듬소세지구이  청포묵무침  깍두기 (김치:국내산) ,523.0,쌀밥/잡곡밥,들깨무채국,등갈비묵은지찜,모듬소세지구이,청포묵무침,깍두기,2284.0
2017-01-09,0,2697,121,166,445,0.0,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  양파치킨  도토리묵무침  김자반/치킨무  포기김치 (김치:국내산) ,620.0,쌀밥/잡곡밥,콩비지찌개,양파치킨,도토리묵무침,김자반/치킨무,포기김치,2410.0
2017-01-10,1,2697,70,199,412,0.0,김치참치주먹밥 (쌀:국내산) 가쯔오국  로제스파게티  딸기드레싱샐러드  애플망고두유/피클  포기김치 (김치:국내산) ,533.0,김치참치주먹밥,가쯔오국,로제스파게티,딸기드레싱샐러드,애플망고두유/피클,포기김치,2428.0
2017-01-11,2,2697,57,223,0,0.0,쌀밥/잡곡밥  해물된장찌개  제육볶음  메밀전병만두  간장깻잎지  포기김치 (김치:국내산) ,514.0,쌀밥/잡곡밥,해물된장찌개,제육볶음,메밀전병만두,간장깻잎지,포기김치,2417.0
2017-01-12,3,2697,85,238,305,0.0,쌀밥/잡곡밥 (쌀:국내산) 뼈감자탕  삼치된장구이  해파리냉채  아삭고추무침  포기김치 (김치:국내산) ,416.0,쌀밥/잡곡밥,뼈감자탕,삼치된장구이,해파리냉채,아삭고추무침,포기김치,2374.0
2017-01-13,4,2697,191,247,62,0.0,쌀밥/잡곡밥 (쌀:국내산) 시래기국  소고기장조림  김치전  애호박나물  포기김치 (김치:국내산) ,533.0,쌀밥/잡곡밥,시래기국,소고기장조림,김치전,애호박나물,포기김치,2259.0
2017-01-16,0,2697,123,196,432,0.0,쌀밥/잡곡밥 (쌀:국내산) 감자국  매운돼지갈비찜  크랜베리멸치볶음  오이생채  포기김치 (김치:국내산) ,571.0,쌀밥/잡곡밥,감자국,매운돼지갈비찜,크랜베리멸치볶음,오이생채,포기김치,2378.0
2017-01-17,1,2697,75,215,380,0.0,후난식볶음밥 (쌀:국내산) 맑은국  닭강정  고구마그라탕  조각사과  포기김치 (김치:국내산) ,469.0,후난식볶음밥,맑은국,닭강정,고구마그라탕,조각사과,포기김치,2407.0
2017-01-18,2,2697,59,240,0,0.0,쌀밥/잡곡밥  쇠고기샤브국  갈치양념조림  쫄면무침  견과류조림  포기김치 (김치:국내산) ,394.0,쌀밥/잡곡밥,쇠고기샤브국,갈치양념조림,쫄면무침,견과류조림,포기김치,2398.0
2017-01-19,3,2697,93,236,334,0.0,김밥 (쌀:국내산) 새우튀김우동  펜네베이컨샐러드  단무지무침  음료  포기김치 (김치:국내산) ,499.0,김밥,새우튀김우동,펜네베이컨샐러드,단무지무침,음료,포기김치,2368.0
2017-01-20,4,2697,207,267,61,0.0,쌀밥/잡곡밥 (쌀:국내산) 부대찌개  해물청경채볶음  부추호박전  도라지나물  깍두기 (김치:국내산) ,446.0,쌀밥/잡곡밥,부대찌개,해물청경채볶음,부추호박전,도라지나물,깍두기,2223.0
2017-01-23,0,2697,108,202,396,0.0,쌀밥/잡곡밥 (쌀:국내산) 쇠고기매운국  버섯탕수  꽁치한마리구이  세발나물무침  포기김치 (김치:국내산) ,509.0,쌀밥/잡곡밥,쇠고기매운국,버섯탕수,꽁치한마리구이,세발나물무침,포기김치,2387.0
2017-01-24,1,2697,63,218,273,0.0,멸치주먹밥 (쌀:국내산) 잔치국수  쇠고기퀘사디아  시금치흑임자샐러드  무피클  포기김치 (김치:국내산) ,396.0,멸치주먹밥,잔치국수,쇠고기퀘사디아,시금치흑임자샐러드,무피클,포기김치,2416.0
2017-01-26,3,2697,369,117,28,0.0,쌀밥/잡곡밥 (쌀:국내산) 시래기들깨탕  돈육강정  메추리알곤약조림  물파래무침  포기김치 (김치:국내산) ,147.0,쌀밥/잡곡밥,시래기들깨탕,돈육강정,메추리알곤약조림,물파래무침,포기김치,2211.0
2017-01-31,1,2697,177,58,278,0.0,김치볶음밥 (쌀:국내산) 꼬지어묵우동  해물까스  콘샐러드  내사랑포도/피클  포기김치 (김치:국내산) ,680.0,김치볶음밥,꼬지어묵우동,해물까스,콘샐러드,내사랑포도/피클,포기김치,2462.0
2017-02-01,2,2632,61,179,0,0.0,쌀밥/잡곡밥  차돌박이찌개  장어강정  어묵꽈리고추볶음  통도라지구이  포기김치 (김치:국내산) ,566.0,쌀밥/잡곡밥,차돌박이찌개,장어강정,어묵꽈리고추볶음,통도라지구이,포기김치,2392.0
2017-02-02,3,2632,45,217,427,0.0,쇠고기덮밥 (쌀:국내산) 장국  야채튀김  메쉬드포테이토  단무지무침  포기김치 (김치:국내산) ,549.0,쇠고기덮밥,장국,야채튀김,메쉬드포테이토,단무지무침,포기김치,2370.0
2017-02-03,4,2632,104,253,92,0.0,쌀밥/잡곡밥  소고기무국  고등어김치말이  동그랑땡전  미역줄기볶음  깍두기 (김치:국내산) ,582.0,쌀밥/잡곡밥,소고기무국,고등어김치말이,동그랑땡전,미역줄기볶음,깍두기,2275.0
2017-02-06,0,2632,49,202,610,0.0,쌀밥/잡곡밥 (쌀:국내산) 사골우거지국  탕수어  모듬소세지구이  청경채무침  포기김치 (김치:국내산) ,768.0,쌀밥/잡곡밥,사골우거지국,탕수어,모듬소세지구이,청경채무침,포기김치,2381.0
2017-02-07,1,2632,40,207,565,0.0,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  돈육굴소스볶음  해물파전  시금치나물/귤  깍두기 (김치:국내산) ,554.0,쌀밥/잡곡밥,순두부찌개,돈육굴소스볶음,해물파전,시금치나물/귤,깍두기,2385.0
2017-02-08,2,2632,52,206,0,0.0,쌀밥/잡곡밥  열무된장국  삼겹살구이  두부찜  쫑상추무침  김치볶음 (김치:국내산) ,548.0,쌀밥/잡곡밥,열무된장국,삼겹살구이,두부찜,쫑상추무침,김치볶음,2374.0
2017-02-09,3,2632,65,227,377,0.0,유부초밥 (쌀:국내산) 쌀국수  순대오징어볶음  푸실리샐러드  바나나  포기김치 (김치:국내산) ,583.0,유부초밥,쌀국수,순대오징어볶음,푸실리샐러드,바나나,포기김치,2340.0
2017-02-10,4,2632,149,284,59,0.0,쌀밥/잡곡밥 (쌀:국내산) 청국장찌개  미니함박조림  감자채볶음  콩나물무침  포기김치 (김치:국내산) ,505.0,쌀밥/잡곡밥,청국장찌개,미니함박조림,감자채볶음,콩나물무침,포기김치,2199.0
2017-02-13,0,2632,61,196,505,0.0,쌀밥/잡곡밥 (쌀:국내산) 부대찌개  고등어구이  비엔나감자볶음  물파래무침  포기김치 (김치:국내산) ,689.0,쌀밥/잡곡밥,부대찌개,고등어구이,비엔나감자볶음,물파래무침,포기김치,2375.0
2017-02-14,1,2632,53,223,444,0.0,짜장덮밥 (쌀:국내산) 맑은국  사천식탕수육  과일샐러드  단무지/음료  포기김치 (김치:국내산) ,566.0,짜장덮밥,맑은국,사천식탕수육,과일샐러드,단무지/음료,포기김치,2356.0
2017-02-15,2,2632,51,233,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 오징어국  돈육장조림  황태양념구이  시금치나물  포기김치 (김치:국내산) ,505.0,쌀밥/잡곡밥,오징어국,돈육장조림,황태양념구이,시금치나물,포기김치,2348.0
2017-02-16,3,2632,56,240,419,0.0,오므라이스 (쌀:국내산) 가쯔오장국  치킨텐더  떡볶이  오렌지  알타리김치 (김치:국내산) ,567.0,오므라이스,가쯔오장국,치킨텐더,떡볶이,오렌지,알타리김치,2336.0
2017-02-17,4,2632,144,269,73,0.0,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  고추잡채  계란말이  세발나물  포기김치 (김치:국내산) ,494.0,쌀밥/잡곡밥,콩비지찌개,고추잡채,계란말이,세발나물,포기김치,2219.0
2017-02-20,0,2632,104,199,494,0.0,쌀밥/잡곡밥 (쌀:국내산) 얼갈이된장국  간장찜닭  콩나물냉채  호박반달나물  포기김치 (김치:국내산) ,648.0,쌀밥/잡곡밥,얼갈이된장국,간장찜닭,콩나물냉채,호박반달나물,포기김치,2329.0
2017-02-21,1,2632,63,226,445,0.0,날치알김치볶음밥 (쌀:국내산) 미역장국  쇠고기퀘사디아  꽃맛살샐러드  음료  포기김치 (김치:국내산) ,559.0,날치알김치볶음밥,미역장국,쇠고기퀘사디아,꽃맛살샐러드,음료,포기김치,2343.0
2017-02-23,3,2632,75,272,307,0.0,참치주먹밥 (쌀:국내산) 김치우동  케이준샐러드  단호박범벅  오이피클  석박지 (김치:국내산) ,534.0,참치주먹밥,김치우동,케이준샐러드,단호박범벅,오이피클,석박지,2285.0
2017-02-24,4,2632,174,291,63,0.0,쌀밥/잡곡밥 (쌀:국내산) 쇠고기샤브국  가자미양념찜  고기전  청경채사과무침  포기김치 (김치:국내산) ,463.0,쌀밥/잡곡밥,쇠고기샤브국,가자미양념찜,고기전,청경채사과무침,포기김치,2167.0
2017-02-27,0,2632,134,181,368,0.0,쌀밥/잡곡밥 (쌀:국내산) 황태국  짬뽕불고기  연두부  풋마늘대무침  포기김치 (김치:국내산) ,563.0,쌀밥/잡곡밥,황태국,짬뽕불고기,연두부,풋마늘대무침,포기김치,2317.0
2017-02-28,1,2632,156,203,179,0.0,김밥 (쌀:국내산) 꼬치어묵탕  쫄면야채무침  옥수수맛탕  하와이안샐러드  포기김치 (김치:국내산) ,536.0,김밥,꼬치어묵탕,쫄면야채무침,옥수수맛탕,하와이안샐러드,포기김치,2273.0
2017-03-02,3,2627,190,215,428,0.0,후난식볶음밥 (쌀:국내산) 잔치국수  새우또띠아  견과류조림  음료/오렌지  포기김치 (김치:국내산) ,593.0,후난식볶음밥,잔치국수,새우또띠아,견과류조림,음료/오렌지,포기김치,2222.0
2017-03-03,4,2627,174,256,70,0.0,쌀밥/잡곡밥 (쌀:국내산) 해물된장찌개  소고기모듬장조림  비엔나케찹볶음  양념깻잎지  포기김치 (김치:국내산) ,578.0,쌀밥/잡곡밥,해물된장찌개,소고기모듬장조림,비엔나케찹볶음,양념깻잎지,포기김치,2197.0
2017-03-06,0,2627,63,201,490,0.0,쌀밥/잡곡밥 (쌀:국내산) 김치두부국  쇠불고기  모듬묵  홍어채무침  깍두기 (김치:국내산) ,658.0,쌀밥/잡곡밥,김치두부국,쇠불고기,모듬묵,홍어채무침,깍두기,2363.0
2017-03-07,1,2627,41,214,455,0.0,참치야채비빔밥  맑은국  수제고로케  딸기생크림와플  음료/락교  포기김치 (김치:국내산) ,545.0,참치야채비빔밥,맑은국,수제고로케,딸기생크림와플,음료/락교,포기김치,2372.0
2017-03-08,2,2627,46,233,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 차돌박이찌개  코다리강정  돈육잡채  무생채  배추겉절이 (김치:국내산) ,518.0,쌀밥/잡곡밥,차돌박이찌개,코다리강정,돈육잡채,무생채,배추겉절이,2348.0
2017-03-09,3,2627,55,254,346,0.0,김밥볶음밥  팽이장국  볶음우동  봄나물튀김  스틱단무지  포기김치 (김치:국내산) ,519.0,김밥볶음밥,팽이장국,볶음우동,봄나물튀김,스틱단무지,포기김치,2318.0
2017-03-10,4,2627,145,291,63,0.0,쌀밥/잡곡밥 (쌀:국내산) 미역국  제육볶음(빨갛게)  궁중떡찜  양배추쌈  포기김치 (김치:국내산) ,461.0,쌀밥/잡곡밥,미역국,궁중떡찜,양배추쌈,포기김치,포기김치,2191.0
2017-03-13,0,2627,82,211,449,0.0,쌀밥/잡곡밥 (쌀:국내산) 육개장  갈치조림  모듬소시지구이  셀프무쌈말이  포기김치 (김치:국내산) ,596.0,쌀밥/잡곡밥,육개장,갈치조림,모듬소시지구이,셀프무쌈말이,포기김치,2334.0
2017-03-14,1,2627,46,230,437,0.0,콩나물밥 (쌀:국내산) 가쯔오장국  주꾸미볶음  메추리알조림  치커리유자무침  포기김치 (김치:국내산) ,533.0,콩나물밥,가쯔오장국,주꾸미볶음,메추리알조림,치커리유자무침,포기김치,2351.0
2017-03-15,2,2627,40,234,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 북어계란국  등갈비김치찜  새싹두부구이  취나물  깍두기 (김치:국내산) ,486.0,쌀밥/잡곡밥,북어계란국,등갈비김치찜,새싹두부구이,취나물,깍두기,2353.0
2017-03-16,3,2627,47,259,357,0.0,멸치주먹밥 (쌀:국내산) 김치말이국수  훈제오리냉채  꽃맛살샐러드  꼬들단무지  포기김치 (김치:국내산) ,504.0,멸치주먹밥,김치말이국수,훈제오리냉채,꽃맛살샐러드,꼬들단무지,포기김치,2321.0
2017-03-17,4,2627,129,299,59,0.0,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  미니함박조림  마파두부  청경채무침  포기김치 (김치:국내산) ,429.0,쌀밥/잡곡밥,열무된장국,미니함박조림,마파두부,청경채무침,포기김치,2199.0
2017-03-20,0,2627,86,207,390,0.0,쌀밥/잡곡밥 (쌀:국내산) 매운버섯국  누룽지탕수육  브로컬리오징어숙회  비트무생채  포기김치 (김치:국내산) ,556.0,쌀밥/잡곡밥,매운버섯국,누룽지탕수육,브로컬리오징어숙회,비트무생채,포기김치,2334.0
2017-03-21,1,2627,55,222,454,0.0,베이컨김치볶음밥 (쌀:국내산) 미소장국  로제파스타  크림새우  오이피클/마늘빵  포기김치 (김치:국내산) ,647.0,베이컨김치볶음밥,미소장국,로제파스타,크림새우,오이피클/마늘빵,포기김치,2350.0
2017-03-23,3,2627,62,245,321,0.0,통새우김밥 (쌀:국내산) 짬뽕  고구마치즈구이  콘샐러드  단무지무침  포기김치 (김치:국내산) ,557.0,통새우김밥,짬뽕,고구마치즈구이,콘샐러드,단무지무침,포기김치,2320.0
2017-03-24,4,2627,181,279,50,0.0,쌀밥/잡곡밥 (쌀:국내산) 연두부탕  닭강정  카레감자채볶음  치커리사과무침  포기김치 (김치:국내산) ,518.0,쌀밥/잡곡밥,연두부탕,닭강정,카레감자채볶음,치커리사과무침,포기김치,2167.0
2017-03-27,0,2627,105,242,360,0.0,쌀밥/잡곡밥 (쌀:국내산) 부대찌개  고등어구이  해파리냉채  취나물된장무침  깍두기 (김치:국내산) ,501.0,쌀밥/잡곡밥,부대찌개,고등어구이,해파리냉채,취나물된장무침,깍두기,2280.0
2017-03-28,1,2627,44,248,368,0.0,해물볶음밥 (쌀:국내산) 맑은국  비빔메밀국수  멕시칸샐러드  고구마튀김/음료  포기김치 (김치:국내산) ,504.0,해물볶음밥,맑은국,비빔메밀국수,멕시칸샐러드,고구마튀김/음료,포기김치,2335.0
2017-03-29,2,2627,42,237,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 우거지탕  돈까스  꽈리고추어묵조림  영양부추무침  포기김치 (김치:국내산) ,474.0,쌀밥/잡곡밥,우거지탕,돈까스,꽈리고추어묵조림,영양부추무침,포기김치,2348.0
2017-03-30,3,2627,67,278,223,0.0,충무김밥 (쌀:국내산) 유부우동  오징어무침  핫도그  오렌지  석박지 (김치:국내산) ,497.0,충무김밥,유부우동,오징어무침,핫도그,오렌지,석박지,2282.0
2017-03-31,4,2627,147,296,45,0.0,쌀밥/잡곡밥 (쌀:국내산) 봄동된장국  동태콩나물찜  궁중떡볶음  우엉조림  포기김치 (김치:국내산) ,420.0,쌀밥/잡곡밥,봄동된장국,동태콩나물찜,궁중떡볶음,우엉조림,포기김치,2184.0
2017-04-03,0,2626,81,198,465,0.0,쌀밥/잡곡밥 (쌀:국내산) 콩비지찌개  가자미카레튀김  고기전  아삭고추무침  포기김치 (김치:국내산) ,577.0,쌀밥/잡곡밥,콩비지찌개,가자미카레튀김,고기전,아삭고추무침,포기김치,2347.0
2017-04-04,1,2626,54,212,418,0.0,참치주먹밥 (쌀:국내산) 쌀국수  오징어순대볶음  시금치흑임자샐러드  무피클  포기김치 (김치:국내산) ,535.0,참치주먹밥,쌀국수,오징어순대볶음,시금치흑임자샐러드,무피클,포기김치,2360.0
2017-04-05,2,2626,63,251,0,0.0,쌀밥/잡곡밥  미역장국  유자청돈육볶음  두부계란부침  모듬쌈  포기김치 (김치:국내산) ,391.0,쌀밥/잡곡밥,미역장국,유자청돈육볶음,두부계란부침,모듬쌈,포기김치,2312.0
2017-04-06,3,2626,65,271,317,0.0,김치볶음밥/계란 (쌀:국내산) 유부주머니국  쇠고기퀘사디아  펜네베이컨샐러드  오복지무침  열무김치 (김치:국내산) ,436.0,김치볶음밥/계란,유부주머니국,쇠고기퀘사디아,펜네베이컨샐러드,오복지무침,열무김치,2290.0
2017-04-07,4,2626,151,291,67,0.0,쌀밥/잡곡밥 (쌀:국내산) 매운어묵국  순살닭갈비  비엔나감자볶음  깻잎찜  포기김치 (김치:국내산) ,431.0,쌀밥/잡곡밥,매운어묵국,순살닭갈비,비엔나감자볶음,깻잎찜,포기김치,2184.0
2017-04-10,0,2626,81,229,418,0.0,쌀밥/잡곡밥 (쌀:국내산) 무채국  치즈시즈닝치킨  해물김치전  해초무침  포기김치 (김치:국내산) ,541.0,쌀밥/잡곡밥,무채국,치즈시즈닝치킨,해물김치전,해초무침,포기김치,2316.0
2017-04-11,1,2626,44,234,440,0.0,쌀밥/잡곡밥 (쌀:국내산) 카레돈까스정식  미소장국  블루베리드레싱샐러드  땅콩조림/피클  포기김치 (김치:국내산) ,535.0,쌀밥/잡곡밥,카레돈까스정식,미소장국,블루베리드레싱샐러드,땅콩조림/피클,포기김치,2348.0
2017-04-12,2,2626,41,241,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  삼치구이  메밀전병만두  치커리무침/과일  포기김치 (김치:국내산) ,384.0,쌀밥/잡곡밥,순두부찌개,삼치구이,메밀전병만두,치커리무침/과일,포기김치,2344.0
2017-04-13,3,2626,61,270,318,0.0,유부초밥 (쌀:국내산) 잔치국수  수제핫도그  시리얼과일샐러드  오이생채/음료  포기김치 (김치:국내산) ,521.0,유부초밥,잔치국수,수제핫도그,시리얼과일샐러드,오이생채/음료,포기김치,2295.0
2017-04-14,4,2626,122,298,55,0.0,쌀밥/잡곡밥 (쌀:국내산) 청국장찌개  돈육장조림  황태양념구이  미역줄기볶음  깍두기 (김치:국내산) ,402.0,쌀밥/잡곡밥,청국장찌개,돈육장조림,황태양념구이,미역줄기볶음,깍두기,2206.0
2017-04-17,0,2626,82,220,434,0.0,쌀밥/잡곡밥 (쌀:국내산) 쇠고기무국  고등어조림  동그랑땡계란부침  하루나무침  포기김치 (김치:국내산) ,479.0,쌀밥/잡곡밥,쇠고기무국,고등어조림,동그랑땡계란부침,하루나무침,포기김치,2324.0
2017-04-18,1,2626,57,244,405,0.0,나가사끼짬뽕 (쌀:국내산) 야채볶음밥  치킨핑거  또띠아칩  단무지/방울토마토  포기김치 (김치:국내산) ,567.0,나가사끼짬뽕,야채볶음밥,치킨핑거,또띠아칩,단무지/방울토마토,포기김치,2325.0
2017-04-19,2,2626,36,256,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 닭개장  갈치구이  햄감자채볶음  양배추쌈  석박지 (김치:국내산) ,408.0,쌀밥/잡곡밥,닭개장,갈치구이,햄감자채볶음,양배추쌈,석박지,2334.0
2017-04-20,3,2626,44,288,284,0.0,오므라이스 (쌀:국내산) 가쯔오장국  떡볶이  고구마치즈구이  오렌지  포기김치 (김치:국내산) ,511.0,오므라이스,가쯔오장국,떡볶이,고구마치즈구이,오렌지,포기김치,2294.0
2017-04-21,4,2626,137,307,59,0.0,쌀밥/잡곡밥 (쌀:국내산) 열무된장국  돈육강정  연두부  참나물땅콩무침  포기김치 (김치:국내산) ,353.0,쌀밥/잡곡밥,열무된장국,돈육강정,연두부,참나물땅콩무침,포기김치,2182.0
2017-04-24,0,2626,76,260,373,0.0,쌀밥/잡곡밥 (쌀:국내산) 오징어국  쇠고기숙주볶음  두부오꼬노미야끼  오이미역무침  포기김치 (김치:국내산) ,531.0,쌀밥/잡곡밥,오징어국,쇠고기숙주볶음,두부오꼬노미야끼,오이미역무침,포기김치,2290.0
2017-04-25,1,2626,69,288,336,0.0,멸치주먹밥 (쌀:국내산) 양송이스프  토마토스파게티  꽃맛살샐러드  무피클/바나나  포기김치 (김치:국내산) ,510.0,멸치주먹밥,양송이스프,토마토스파게티,꽃맛살샐러드,무피클/바나나,포기김치,2269.0
2017-04-27,3,2626,61,311,183,0.0,닭갈비볶음밥 (쌀:국내산) 어묵국  크림카레우동  왕만두  키위드레싱샐러드  포기김치 (김치:국내산) ,442.0,닭갈비볶음밥,어묵국,크림카레우동,왕만두,키위드레싱샐러드,포기김치,2254.0
2017-04-28,4,2626,161,310,44,0.0,쌀밥/잡곡밥 (쌀:국내산) 얼갈이된장국  주꾸미떡볶음  모듬소세지구이  치커리무침  포기김치 (김치:국내산) ,362.0,쌀밥/잡곡밥,얼갈이된장국,주꾸미떡볶음,모듬소세지구이,치커리무침,포기김치,2155.0
2017-05-02,1,2637,933,123,88,0.0,쌀밥/잡곡밥 (쌀:국내산) 순두부찌개  돈육굴소스볶음  계란찜  쫑상추무침  포기김치 (김치:국내산) ,298.0,쌀밥/잡곡밥,순두부찌개,돈육굴소스볶음,계란찜,쫑상추무침,포기김치,1581.0
2017-05-04,3,2637,1224,41,45,0.0,야채볶음밥 (쌀:국내산) 유부주머니국  미니버거  야채비빔만두  스틱단무지/오렌지주스  포기김치 (김치:국내산) ,262.0,야채볶음밥,유부주머니국,미니버거,야채비빔만두,스틱단무지/오렌지주스,포기김치,1372.0
2017-05-08,0,2637,715,130,151,0.0,쌀밥/잡곡밥 (쌀:국내산) 육개장  꽁치오븐구이  꽃맛살볶음  도라지생채  열무김치 (김치:국내산) ,308.0,쌀밥/잡곡밥,육개장,꽁치오븐구이,꽃맛살볶음,도라지생채,열무김치,1792.0
2017-05-10,2,2637,68,223,0,0.0,쌀밥/잡곡밥 (쌀:국내산) 연두부탕  닭오븐구이  해물김치전  취나물된장무침  포기김치 (김치:국내산) ,500.0,쌀밥/잡곡밥,연두부탕,닭오븐구이,해물김치전,취나물된장무침,포기김치,2346.0
2017-05-11,3,2637,57,264,471,0.0,볶음밥/짜장소스 (쌀:국내산) 맑은국  사천식탕수육  망고드레싱샐러드  단무지  포기김치 (김치:국내산) ,501.0,볶음밥/짜장소스,맑은국,사천식탕수육,망고드레싱샐러드,단무지,포기김치,2316.0
2017-05-12,4,2637,113,289,96,0.0,쌀밥/잡곡밥 (쌀:국내산) 청국장찌개  돼지갈비찜  계란말이  방풍나물  포기김치 (김치:국내산) ,507.0,쌀밥/잡곡밥,청국장찌개,돼지갈비찜,계란말이,방풍나물,포기김치,2235.0
